Date,team1,team2,winners,team1wins,team2wins,ties
2019-05-07,MIA,CHC,CHC,2451,6493,1056
2019-05-07,PIT,TEX,TEX,3761,5149,1090
2019-05-07,COL,SFG,COL,4866,3735,1399
2019-05-07,DET,LAA,LAA,3879,4726,1395
2019-05-08,KCR,HOU,HOU,3818,5016,1166
2019-05-08,ATL,LAD,LAD,3701,5058,1241
2019-05-08,SEA,NYY,NYY,3728,4982,1290
2019-05-08,TOR,MIN,MIN,3463,5289,1248
2019-05-08,CIN,OAK,CIN,4838,3998,1164
2019-05-08,ARI,TBR,TBR,3508,5242,1250
2019-05-08,CHW,CLE,CLE,4126,4557,1317
2019-05-08,MIL,WSN,MIL,4710,4058,1232
2019-05-08,PHI,STL,PHI,4589,4126,1285
2019-05-08,SDP,NYM,SDP,4903,3797,1300
2019-05-08,BAL,BOS,BOS,3202,5529,1269
2019-05-08,MIA,CHC,CHC,2362,6658,980
2019-05-08,PIT,TEX,TEX,3745,5113,1142
2019-05-08,DET,LAA,LAA,3783,4803,1414
2019-05-09,TEX,HOU,HOU,4008,4848,1144
2019-05-09,WSN,LAD,LAD,3291,5546,1163
2019-05-09,SEA,NYY,NYY,3952,4797,1251
2019-05-09,ARI,ATL,ARI,4649,4086,1265
2019-05-09,CIN,OAK,CIN,4709,4089,1202
2019-05-09,CHW,CLE,CLE,4050,4551,1399
2019-05-09,PIT,STL,STL,3511,5117,1372
2019-05-09,MIA,CHC,CHC,2465,6547,988
2019-05-09,COL,SFG,COL,4456,4261,1283
2019-05-09,DET,LAA,LAA,4053,4580,1367
2019-05-10,TEX,HOU,HOU,3917,4948,1135
2019-05-10,WSN,LAD,LAD,3503,5321,1176
2019-05-10,TBR,NYY,TBR,4790,3887,1323
2019-05-10,DET,MIN,MIN,2950,5935,1115
2019-05-10,ARI,ATL,ARI,4842,3894,1264
2019-05-10,CLE,OAK,OAK,4311,4429,1260
2019-05-10,PIT,STL,STL,3196,5594,1210
2019-05-10,CHC,MIL,CHC,5331,3459,1210
2019-05-10,MIA,NYM,NYM,3541,5208,1251
2019-05-10,SEA,BOS,SEA,4625,4223,1152
2019-05-10,KCR,PHI,PHI,3737,5130,1133
2019-05-10,CIN,SFG,CIN,5224,3596,1180
2019-05-10,TOR,CHW,TOR,4590,4142,1268
2019-05-10,BAL,LAA,LAA,3344,5421,1235
2019-05-10,SDP,COL,SDP,4681,4019,1300
2019-05-11,TEX,HOU,HOU,4023,4857,1120
2019-05-11,WSN,LAD,LAD,3330,5549,1121
2019-05-11,TBR,NYY,TBR,4666,3923,1411
2019-05-11,DET,MIN,MIN,2869,6041,1090
2019-05-11,DET,MIN,MIN,2762,6102,1136
2019-05-11,ARI,ATL,ARI,4750,3966,1284
2019-05-11,CLE,OAK,OAK,4343,4449,1208
2019-05-11,PIT,STL,STL,3172,5560,1268
2019-05-11,CHC,MIL,CHC,5062,3662,1276
2019-05-11,MIA,NYM,NYM,3211,5536,1253
2019-05-11,SEA,BOS,BOS,4179,4702,1119
2019-05-11,KCR,PHI,PHI,3963,4981,1056
2019-05-11,CIN,SFG,CIN,5515,3393,1092
2019-05-11,TOR,CHW,TOR,4555,4140,1305
2019-05-11,BAL,LAA,LAA,3183,5623,1194
2019-05-11,SDP,COL,COL,4261,4432,1307
2019-05-12,TEX,HOU,HOU,3639,5211,1150
2019-05-12,WSN,LAD,LAD,3528,5299,1173
2019-05-12,TBR,NYY,TBR,4903,3723,1374
2019-05-12,DET,MIN,MIN,2815,5992,1193
2019-05-12,ARI,ATL,ARI,4551,4149,1300
2019-05-12,CLE,OAK,OAK,4296,4399,1305
2019-05-12,PIT,STL,STL,3414,5346,1240
2019-05-12,CHC,MIL,CHC,5098,3670,1232
2019-05-12,SEA,BOS,BOS,4124,4719,1157
2019-05-12,KCR,PHI,PHI,3706,5180,1114
2019-05-12,CIN,SFG,CIN,5366,3431,1203
2019-05-12,TOR,CHW,TOR,4466,4228,1306
2019-05-12,BAL,LAA,LAA,3039,5728,1233
2019-05-12,SDP,COL,COL,4352,4380,1268
2019-05-13,DET,HOU,HOU,2836,6164,1000
2019-05-13,LAA,MIN,MIN,3555,5279,1166
2019-05-13,SEA,OAK,OAK,4310,4516,1174
2019-05-13,CHW,CLE,CLE,4080,4490,1430
2019-05-13,PHI,MIL,PHI,4942,3867,1191
2019-05-13,PIT,ARI,ARI,3675,5172,1153
2019-05-14,DET,HOU,HOU,2625,6305,1070
2019-05-14,SDP,LAD,LAD,3449,5312,1239
2019-05-14,LAA,MIN,MIN,3700,5112,1188
2019-05-14,STL,ATL,STL,4669,4031,1300
2019-05-14,SEA,OAK,OAK,4389,4445,1166
2019-05-14,MIA,TBR,TBR,1987,6842,1171
2019-05-14,CHW,CLE,CLE,4024,4538,1438
2019-05-14,NYM,WSN,NYM,4575,4192,1233
2019-05-14,PHI,MIL,PHI,5043,3701,1256
2019-05-14,PIT,ARI,ARI,3405,5362,1233
2019-05-14,COL,BOS,BOS,4005,4864,1131
2019-05-14,CIN,CHC,CHC,4074,4778,1148
2019-05-14,KCR,TEX,TEX,4221,4686,1093
2019-05-14,TOR,SFG,SFG,4336,4394,1270
2019-05-15,DET,HOU,HOU,2572,6386,1042
2019-05-15,SDP,LAD,LAD,3266,5436,1298
2019-05-15,BAL,NYY,NYY,2495,6258,1247
2019-05-15,BAL,NYY,NYY,2545,6189,1266
2019-05-15,LAA,MIN,MIN,3585,5247,1168
2019-05-15,STL,ATL,STL,5029,3714,1257
2019-05-15,MIA,TBR,TBR,1918,6956,1126
2019-05-15,NYM,WSN,NYM,4704,4080,1216
2019-05-15,PHI,MIL,PHI,4847,3921,1232
2019-05-15,PIT,ARI,ARI,3611,5204,1185
2019-05-15,COL,BOS,BOS,4045,4780,1175
2019-05-15,CIN,CHC,CHC,3980,4896,1124
2019-05-15,KCR,TEX,TEX,4393,4506,1101
2019-05-15,TOR,SFG,TOR,4393,4362,1245
2019-05-16,SEA,MIN,MIN,3592,5300,1108
2019-05-16,STL,ATL,STL,4845,3931,1224
2019-05-16,DET,OAK,OAK,3483,5286,1231
2019-05-16,BAL,CLE,CLE,3017,5569,1414
2019-05-16,NYM,WSN,NYM,4532,4292,1176
2019-05-16,PHI,MIL,PHI,4762,3969,1269
2019-05-16,CIN,CHC,CHC,4003,4875,1122
2019-05-16,KCR,TEX,TEX,4391,4543,1066
2019-05-16,TOR,CHW,TOR,4392,4298,1310
2019-05-16,PIT,SDP,SDP,3594,4780,1626
2019-05-17,BOS,HOU,HOU,3691,5140,1169
2019-05-17,CIN,LAD,LAD,4097,4715,1188
2019-05-17,TBR,NYY,TBR,4733,3876,1391
2019-05-17,SEA,MIN,MIN,3433,5427,1140
2019-05-17,MIL,ATL,MIL,4585,4082,1333
2019-05-17,DET,OAK,OAK,3239,5581,1180
2019-05-17,BAL,CLE,CLE,2926,5820,1254
2019-05-17,CHC,WSN,CHC,5409,3390,1201
2019-05-17,TEX,STL,STL,4263,4661,1076
2019-05-17,MIA,NYM,NYM,3131,5630,1239
2019-05-17,SFG,ARI,ARI,3657,5217,1126
2019-05-17,COL,PHI,PHI,3960,4881,1159
2019-05-17,TOR,CHW,CHW,4304,4387,1309
2019-05-17,KCR,LAA,LAA,3923,4828,1249
2019-05-17,PIT,SDP,SDP,3562,4857,1581
2019-05-18,BOS,HOU,HOU,3670,5213,1117
2019-05-18,CIN,LAD,LAD,3882,4935,1183
2019-05-18,TBR,NYY,TBR,4605,3983,1412
2019-05-18,SEA,MIN,MIN,3340,5533,1127
2019-05-18,MIL,ATL,MIL,4480,4180,1340
2019-05-18,DET,OAK,OAK,3218,5690,1092
2019-05-18,BAL,CLE,CLE,3182,5546,1272
2019-05-18,CHC,WSN,CHC,5710,3195,1095
2019-05-18,TEX,STL,TEX,4465,4460,1075
2019-05-18,MIA,NYM,NYM,3240,5544,1216
2019-05-18,SFG,ARI,ARI,3332,5556,1112
2019-05-18,COL,PHI,PHI,4000,4877,1123
2019-05-18,TOR,CHW,TOR,4465,4252,1283
2019-05-18,KCR,LAA,LAA,3769,4970,1261
2019-05-18,PIT,SDP,SDP,3576,4807,1617
2019-05-19,BOS,HOU,HOU,3591,5326,1083
2019-05-19,CIN,LAD,LAD,4044,4811,1145
2019-05-19,TBR,NYY,TBR,4645,3962,1393
2019-05-19,SEA,MIN,MIN,3141,5869,990
2019-05-19,MIL,ATL,MIL,4475,4229,1296
2019-05-19,DET,OAK,OAK,2972,5834,1194
2019-05-19,BAL,CLE,CLE,3048,5638,1314
2019-05-19,CHC,WSN,CHC,5586,3285,1129
2019-05-19,TEX,STL,STL,4312,4677,1011
2019-05-19,MIA,NYM,NYM,3236,5603,1161
2019-05-19,SFG,ARI,ARI,3506,5375,1119
2019-05-19,COL,PHI,PHI,3944,4917,1139
2019-05-19,TOR,CHW,TOR,4466,4259,1275
2019-05-19,KCR,LAA,LAA,3798,4981,1221
2019-05-19,PIT,SDP,SDP,3818,4566,1616
2019-05-20,CHW,HOU,HOU,2812,6122,1066
2019-05-20,BAL,NYY,NYY,2334,6473,1193
2019-05-20,LAA,MIN,MIN,3524,5320,1156
2019-05-20,SFG,ATL,ATL,3678,5028,1294
2019-05-20,CLE,OAK,OAK,4403,4436,1161
2019-05-20,NYM,WSN,NYM,4462,4284,1254
2019-05-20,SDP,ARI,ARI,3705,5119,1176
2019-05-20,TOR,BOS,BOS,3796,5018,1186
2019-05-20,PHI,CHC,CHC,4029,4823,1148
2019-05-20,SEA,TEX,TEX,3987,4968,1045
2019-05-21,CHW,HOU,HOU,2893,6091,1016
2019-05-21,TBR,LAD,LAD,4329,4440,1231
2019-05-21,BAL,NYY,NYY,2320,6475,1205
2019-05-21,LAA,MIN,MIN,3438,5405,1157
2019-05-21,SFG,ATL,ATL,3595,5131,1274
2019-05-21,CLE,OAK,OAK,4265,4493,1242
2019-05-21,NYM,WSN,NYM,4471,4319,1210
2019-05-21,CIN,MIL,CIN,4446,4262,1292
2019-05-21,SDP,ARI,ARI,3800,5038,1162
2019-05-21,TOR,BOS,BOS,3517,5285,1198
2019-05-21,PHI,CHC,CHC,4110,4793,1097
2019-05-21,SEA,TEX,TEX,3943,4988,1069
2019-05-21,PIT,COL,COL,3888,4861,1251
2019-05-21,DET,MIA,DET,4270,4231,1499
2019-05-22,CHW,HOU,HOU,2824,6154,1022
2019-05-22,TBR,LAD,LAD,4255,4468,1277
2019-05-22,BAL,NYY,NYY,2245,6581,1174
2019-05-22,SFG,ATL,ATL,3617,5059,1324
2019-05-22,CLE,OAK,OAK,4268,4571,1161
2019-05-22,NYM,WSN,NYM,4565,4147,1288
2019-05-22,KCR,STL,STL,3802,5024,1174
2019-05-22,KCR,STL,STL,3804,5062,1134
2019-05-22,CIN,MIL,CIN,4554,4150,1296
2019-05-22,SDP,ARI,ARI,3724,5092,1184
2019-05-22,TOR,BOS,BOS,3741,5046,1213
2019-05-22,PHI,CHC,CHC,4013,4826,1161
2019-05-22,SEA,TEX,TEX,3980,5011,1009
2019-05-22,PIT,COL,COL,3845,4890,1265
2019-05-22,DET,MIA,MIA,4162,4304,1534
2019-05-23,CHW,HOU,HOU,2963,6015,1022
2019-05-23,BAL,NYY,NYY,2196,6637,1167
2019-05-23,LAA,MIN,MIN,3361,5475,1164
2019-05-23,SFG,ATL,ATL,3540,5242,1218
2019-05-23,CLE,TBR,TBR,3537,5145,1318
2019-05-23,NYM,WSN,NYM,4690,3997,1313
2019-05-23,TOR,BOS,BOS,3701,5090,1209
2019-05-23,PHI,CHC,CHC,3930,4899,1171
2019-05-23,PIT,COL,COL,3626,5137,1237
2019-05-23,DET,MIA,MIA,4058,4466,1476
2019-05-24,BOS,HOU,HOU,3724,5166,1110
2019-05-24,PIT,LAD,LAD,3079,5769,1152
2019-05-24,CHW,MIN,MIN,3004,5915,1081
2019-05-24,STL,ATL,STL,4543,4264,1193
2019-05-24,SEA,OAK,OAK,3709,5193,1098
2019-05-24,CLE,TBR,TBR,3459,5224,1317
2019-05-24,MIA,WSN,WSN,3801,4894,1305
2019-05-24,PHI,MIL,PHI,4597,4187,1216
2019-05-24,DET,NYM,NYM,3186,5538,1276
2019-05-24,SFG,ARI,ARI,3575,5283,1142
2019-05-24,CIN,CHC,CHC,4020,4849,1131
2019-05-24,LAA,TEX,TEX,4141,4759,1100
2019-05-24,BAL,COL,COL,3213,5572,1215
2019-05-24,TOR,SDP,SDP,3903,4555,1542
2019-05-25,BOS,HOU,HOU,3801,5018,1181
2019-05-25,PIT,LAD,LAD,2933,5897,1170
2019-05-25,KCR,NYY,NYY,3110,5593,1297
2019-05-25,KCR,NYY,NYY,3111,5659,1230
2019-05-25,CHW,MIN,MIN,3021,5956,1023
2019-05-25,STL,ATL,STL,4389,4341,1270
2019-05-25,SEA,OAK,OAK,3679,5184,1137
2019-05-25,CLE,TBR,TBR,3567,5105,1328
2019-05-25,MIA,WSN,WSN,3695,5048,1257
2019-05-25,PHI,MIL,PHI,4662,4139,1199
2019-05-25,DET,NYM,NYM,3195,5536,1269
2019-05-25,SFG,ARI,ARI,3340,5619,1041
2019-05-25,CIN,CHC,CHC,3966,4889,1145
2019-05-25,LAA,TEX,TEX,4032,4845,1123
2019-05-25,BAL,COL,COL,3150,5671,1179
2019-05-25,TOR,SDP,SDP,3934,4574,1492
2019-05-26,BOS,HOU,HOU,3753,5125,1122
2019-05-26,PIT,LAD,LAD,2850,5978,1172
2019-05-26,KCR,NYY,NYY,3026,5722,1252
2019-05-26,CHW,MIN,MIN,2898,6063,1039
2019-05-26,STL,ATL,STL,4409,4282,1309
2019-05-26,SEA,OAK,OAK,3678,5191,1131
2019-05-26,CLE,TBR,TBR,3460,5252,1288
2019-05-26,MIA,WSN,WSN,3647,5100,1253
2019-05-26,PHI,MIL,PHI,4752,3990,1258
2019-05-26,DET,NYM,NYM,3218,5522,1260
2019-05-26,SFG,ARI,ARI,3159,5706,1135
2019-05-26,CIN,CHC,CHC,3877,4889,1234
2019-05-26,LAA,TEX,TEX,4138,4753,1109
2019-05-26,BAL,COL,COL,3197,5602,1201
2019-05-26,TOR,SDP,SDP,3723,4961,1316
2019-05-27,CHC,HOU,HOU,4069,4807,1124
2019-05-27,NYM,LAD,LAD,3446,5388,1166
2019-05-27,SDP,NYY,NYY,3370,5336,1294
2019-05-27,MIL,MIN,MIN,3428,5419,1153
2019-05-27,LAA,OAK,OAK,3837,4923,1240
2019-05-27,TOR,TBR,TBR,2830,5812,1358
2019-05-27,BOS,CLE,BOS,4888,3807,1305
2019-05-27,MIA,WSN,WSN,3611,5166,1223
2019-05-27,COL,ARI,ARI,3760,5156,1084
2019-05-27,SEA,TEX,TEX,4018,5000,982
2019-05-27,PIT,CIN,CIN,3241,5502,1257
2019-05-27,PIT,CIN,CIN,3365,5382,1253
2019-05-27,KCR,CHW,KCR,4546,4212,1242
2019-05-27,DET,BAL,BAL,4252,4401,1347
2019-05-28,CHC,HOU,HOU,4073,4805,1122
2019-05-28,NYM,LAD,LAD,3275,5540,1185
2019-05-28,SDP,NYY,NYY,3412,5319,1269
2019-05-28,MIL,MIN,MIN,3438,5484,1078
2019-05-28,WSN,ATL,ATL,3780,4902,1318
2019-05-28,LAA,OAK,OAK,3672,5104,1224
2019-05-28,TOR,TBR,TBR,2800,5866,1334
2019-05-28,BOS,CLE,BOS,4997,3764,1239
2019-05-28,PHI,STL,PHI,4516,4330,1154
2019-05-28,COL,ARI,ARI,3940,4965,1095
2019-05-28,SEA,TEX,TEX,4003,4948,1049
2019-05-28,MIA,SFG,SFG,4183,4526,1291
2019-05-28,PIT,CIN,CIN,3216,5582,1202
2019-05-28,KCR,CHW,KCR,4485,4263,1252
2019-05-28,DET,BAL,DET,4338,4315,1347
2019-05-29,CHC,HOU,HOU,3997,4834,1169
2019-05-29,NYM,LAD,LAD,3417,5398,1185
2019-05-29,SDP,NYY,NYY,3351,5409,1240
2019-05-29,WSN,ATL,ATL,3839,4859,1302
2019-05-29,LAA,OAK,OAK,3776,4977,1247
2019-05-29,TOR,TBR,TBR,2755,5944,1301
2019-05-29,BOS,CLE,BOS,4940,3760,1300
2019-05-29,PHI,STL,PHI,4544,4303,1153
2019-05-29,COL,ARI,ARI,4085,4772,1143
2019-05-29,SEA,TEX,TEX,3842,5102,1056
2019-05-29,MIA,SFG,MIA,4405,4351,1244
2019-05-29,PIT,CIN,CIN,3046,5728,1226
2019-05-29,KCR,CHW,KCR,4430,4331,1239
2019-05-29,DET,BAL,DET,4389,4251,1360
2019-05-30,NYM,LAD,LAD,3306,5434,1260
2019-05-30,TBR,MIN,MIN,4040,4775,1185
2019-05-30,CHW,CLE,CLE,3716,5007,1277
2019-05-30,PHI,STL,PHI,4601,4188,1211
2019-05-30,PIT,MIL,MIL,3533,5181,1286
2019-05-30,COL,ARI,ARI,3952,4972,1076
2019-05-30,KCR,TEX,TEX,3962,4950,1088
2019-05-30,MIA,SFG,MIA,4409,4312,1279
2019-05-30,SEA,LAA,LAA,3942,4844,1214
2019-05-31,OAK,HOU,HOU,3900,4947,1153
2019-05-31,PHI,LAD,LAD,3884,4932,1184
2019-05-31,BOS,NYY,NYY,3826,4839,1335
2019-05-31,TBR,MIN,MIN,4319,4603,1078
2019-05-31,DET,ATL,ATL,3034,5619,1347
2019-05-31,CHW,CLE,CLE,3941,4768,1291
2019-05-31,CIN,WSN,CIN,4956,3824,1220
2019-05-31,CHC,STL,CHC,4800,4044,1156
2019-05-31,PIT,MIL,MIL,3322,5351,1327
2019-05-31,ARI,NYM,ARI,4970,3805,1225
2019-05-31,KCR,TEX,TEX,3930,4955,1115
2019-05-31,BAL,SFG,SFG,4036,4612,1352
2019-05-31,SEA,LAA,LAA,3828,4988,1184
2019-05-31,TOR,COL,COL,3869,4860,1271
2019-05-31,MIA,SDP,SDP,3600,5058,1342
2019-06-01,OAK,HOU,HOU,3782,5084,1134
2019-06-01,PHI,LAD,LAD,3870,4882,1248
2019-06-01,BOS,NYY,NYY,3798,4919,1283
2019-06-01,TBR,MIN,MIN,4314,4565,1121
2019-06-01,DET,ATL,ATL,3250,5426,1324
2019-06-01,CHW,CLE,CLE,4054,4716,1230
2019-06-01,CIN,WSN,CIN,5078,3771,1151
2019-06-01,CHC,STL,CHC,4906,3950,1144
2019-06-01,PIT,MIL,MIL,3473,5197,1330
2019-06-01,ARI,NYM,ARI,4999,3845,1156
2019-06-01,KCR,TEX,TEX,3691,5186,1123
2019-06-01,BAL,SFG,SFG,4156,4532,1312
2019-06-01,SEA,LAA,LAA,3837,4907,1256
2019-06-01,TOR,COL,COL,3670,5094,1236
2019-06-01,MIA,SDP,SDP,3507,5167,1326
2019-06-02,OAK,HOU,HOU,3802,5028,1170
2019-06-02,PHI,LAD,LAD,3824,4948,1228
2019-06-02,BOS,NYY,NYY,3704,4969,1327
2019-06-02,TBR,MIN,MIN,4163,4697,1140
2019-06-02,DET,ATL,ATL,3177,5499,1324
2019-06-02,CHW,CLE,CLE,4033,4684,1283
2019-06-02,CIN,WSN,CIN,5038,3809,1153
2019-06-02,CHC,STL,CHC,4648,4161,1191
2019-06-02,PIT,MIL,MIL,3476,5376,1148
2019-06-02,ARI,NYM,ARI,4868,3838,1294
2019-06-02,KCR,TEX,TEX,3768,5118,1114
2019-06-02,BAL,SFG,SFG,4075,4630,1295
2019-06-02,SEA,LAA,LAA,3811,4956,1233
2019-06-02,TOR,COL,COL,3637,5242,1121
2019-06-02,MIA,SDP,SDP,3560,5115,1325
2019-06-03,SEA,HOU,HOU,2822,6051,1127
2019-06-03,ARI,LAD,LAD,4048,4812,1140
2019-06-03,LAA,CHC,CHC,4031,4747,1222
2019-06-03,SDP,PHI,PHI,3927,4837,1236
2019-06-04,SEA,HOU,HOU,2930,6008,1062
2019-06-04,ARI,LAD,LAD,4017,4818,1165
2019-06-04,TOR,NYY,NYY,2652,6055,1293
2019-06-04,CLE,MIN,MIN,3301,5593,1106
2019-06-04,PIT,ATL,ATL,3596,5137,1267
2019-06-04,LAA,OAK,OAK,4103,4658,1239
2019-06-04,DET,TBR,TBR,2335,6465,1200
2019-06-04,CHW,WSN,WSN,4192,4586,1222
2019-06-04,CIN,STL,CIN,4576,4203,1221
2019-06-04,MIA,MIL,MIL,3311,5484,1205
2019-06-04,SFG,NYM,NYM,3742,4980,1278
2019-06-04,KCR,BOS,BOS,3668,5166,1166
2019-06-04,COL,CHC,CHC,4041,4778,1181
2019-06-04,SDP,PHI,PHI,4061,4744,1195
2019-06-04,BAL,TEX,TEX,3095,5787,1118
2019-06-05,SEA,HOU,HOU,2874,6108,1018
2019-06-05,ARI,LAD,LAD,3757,5070,1173
2019-06-05,TOR,NYY,NYY,2819,5916,1265
2019-06-05,CLE,MIN,MIN,3368,5552,1080
2019-06-05,PIT,ATL,ATL,3339,5382,1279
2019-06-05,LAA,OAK,OAK,4139,4670,1191
2019-06-05,DET,TBR,TBR,2419,6407,1174
2019-06-05,CHW,WSN,WSN,4066,4736,1198
2019-06-05,MIA,MIL,MIL,3773,5062,1165
2019-06-05,SFG,NYM,NYM,3831,4861,1308
2019-06-05,KCR,BOS,BOS,3440,5440,1120
2019-06-05,COL,CHC,CHC,3867,4986,1147
2019-06-05,SDP,PHI,PHI,3900,4872,1228
2019-06-05,BAL,TEX,TEX,3168,5764,1068
2019-06-06,SEA,HOU,HOU,3060,5886,1054
2019-06-06,TOR,NYY,NYY,2875,5867,1258
2019-06-06,CLE,MIN,MIN,3395,5552,1053
2019-06-06,PIT,ATL,ATL,3506,5184,1310
2019-06-06,LAA,OAK,OAK,4164,4617,1219
2019-06-06,DET,TBR,TBR,2362,6392,1246
2019-06-06,SDP,WSN,WSN,4308,4459,1233
2019-06-06,CIN,STL,CIN,4699,4110,1191
2019-06-06,MIA,MIL,MIL,3992,4857,1151
2019-06-06,SFG,NYM,NYM,3669,5023,1308
2019-06-06,KCR,BOS,BOS,3330,5548,1122
2019-06-06,COL,CHC,CHC,3932,4864,1204
2019-06-06,BAL,TEX,TEX,3127,5822,1051
2019-06-07,BAL,HOU,HOU,2423,6531,1046
2019-06-07,SFG,LAD,LAD,2638,6289,1073
2019-06-07,CLE,NYY,NYY,3457,5185,1358
2019-06-07,DET,MIN,MIN,2492,6542,966
2019-06-07,MIA,ATL,ATL,3705,4999,1296
2019-06-07,TEX,OAK,tie,4381,4381,1238
2019-06-07,BOS,TBR,TBR,3906,4876,1218
2019-06-07,SDP,WSN,WSN,4194,4518,1288
2019-06-07,CHC,STL,CHC,4807,4020,1173
2019-06-07,PIT,MIL,MIL,3685,5134,1181
2019-06-07,COL,NYM,COL,4656,4141,1203
2019-06-07,TOR,ARI,ARI,3481,5421,1098
2019-06-07,CIN,PHI,CIN,4568,4166,1266
2019-06-07,KCR,CHW,CHW,4139,4568,1293
2019-06-07,SEA,LAA,LAA,3870,4954,1176
2019-06-08,BAL,HOU,HOU,2543,6403,1054
2019-06-08,SFG,LAD,LAD,2716,6150,1134
2019-06-08,CLE,NYY,NYY,3496,5173,1331
2019-06-08,DET,MIN,MIN,2568,6417,1015
2019-06-08,MIA,ATL,ATL,3578,5172,1250
2019-06-08,TEX,OAK,OAK,4356,4434,1210
2019-06-08,TEX,OAK,TEX,4398,4378,1224
2019-06-08,BOS,TBR,TBR,3848,4815,1337
2019-06-08,BOS,TBR,TBR,3979,4761,1260
2019-06-08,SDP,WSN,WSN,4264,4495,1241
2019-06-08,CHC,STL,CHC,4848,3950,1202
2019-06-08,PIT,MIL,MIL,3638,5195,1167
2019-06-08,COL,NYM,COL,4780,3991,1229
2019-06-08,TOR,ARI,ARI,3496,5375,1129
2019-06-08,CIN,PHI,CIN,4579,4220,1201
2019-06-08,KCR,CHW,CHW,4323,4431,1246
2019-06-08,SEA,LAA,LAA,3908,4902,1190
2019-06-09,BAL,HOU,HOU,2486,6461,1053
2019-06-09,SFG,LAD,LAD,2679,6225,1096
2019-06-09,CLE,NYY,NYY,3541,5101,1358
2019-06-09,DET,MIN,MIN,2593,6308,1099
2019-06-09,MIA,ATL,ATL,3565,5257,1178
2019-06-09,TEX,OAK,TEX,4482,4275,1243
2019-06-09,BOS,TBR,TBR,3803,4892,1305
2019-06-09,SDP,WSN,WSN,4234,4482,1284
2019-06-09,CHC,STL,CHC,4808,4090,1102
2019-06-09,PIT,MIL,MIL,3611,5244,1145
2019-06-09,COL,NYM,COL,4601,4096,1303
2019-06-09,TOR,ARI,ARI,3363,5560,1077
2019-06-09,CIN,PHI,CIN,4395,4351,1254
2019-06-09,KCR,CHW,CHW,4156,4585,1259
2019-06-09,SEA,LAA,LAA,3825,4958,1217
2019-06-10,LAA,LAD,LAD,3378,5443,1179
2019-06-10,PIT,ATL,ATL,3503,5194,1303
2019-06-10,TBR,OAK,TBR,5056,3699,1245
2019-06-10,CHW,WSN,WSN,4020,4743,1237
2019-06-10,MIA,STL,STL,3799,5067,1134
2019-06-10,PHI,ARI,ARI,4177,4651,1172
2019-06-10,TEX,BOS,BOS,4369,4463,1168
2019-06-10,COL,CHC,CHC,3941,4887,1172
2019-06-11,MIL,HOU,HOU,3759,5069,1172
2019-06-11,LAA,LAD,LAD,3353,5415,1232
2019-06-11,NYM,NYY,NYY,3367,5170,1463
2019-06-11,NYM,NYY,NYY,3416,5163,1421
2019-06-11,SEA,MIN,MIN,3116,5856,1028
2019-06-11,PIT,ATL,ATL,3468,5262,1270
2019-06-11,TBR,OAK,TBR,5157,3627,1216
2019-06-11,CIN,CLE,CIN,4836,3953,1211
2019-06-11,CHW,WSN,WSN,3724,4949,1327
2019-06-11,MIA,STL,STL,3708,5083,1209
2019-06-11,PHI,ARI,ARI,4029,4799,1172
2019-06-11,TEX,BOS,TEX,4424,4391,1185
2019-06-11,COL,CHC,CHC,3959,4880,1161
2019-06-11,SDP,SFG,SDP,4931,3798,1271
2019-06-11,BAL,TOR,TOR,3993,4758,1249
2019-06-11,DET,KCR,KCR,4016,4661,1323
2019-06-12,MIL,HOU,HOU,3674,5127,1199
2019-06-12,SEA,MIN,MIN,2978,5970,1052
2019-06-12,PIT,ATL,ATL,3331,5459,1210
2019-06-12,TBR,OAK,TBR,5127,3616,1257
2019-06-12,CIN,CLE,CIN,4751,4007,1242
