Date,team1,team2,winners,team1wins,team2wins,ties
2019-08-25,COL,STL,STL,3839,4980,1181
2019-08-25,ARI,MIL,ARI,4759,4104,1137
2019-08-25,SDP,BOS,BOS,3762,5102,1136
2019-08-25,MIA,PHI,PHI,3791,5094,1115
2019-08-25,CHW,TEX,TEX,4005,4816,1179
2019-08-25,PIT,CIN,CIN,3917,4936,1147
2019-08-25,TOR,SEA,TOR,4558,4292,1150
2019-08-26,SDP,LAD,LAD,3233,5659,1108
2019-08-26,SEA,NYY,NYY,3341,5484,1175
2019-08-26,COL,ATL,ATL,3645,5101,1254
2019-08-26,KCR,OAK,OAK,3269,5438,1293
2019-08-26,MIL,STL,STL,3988,4831,1181
2019-08-26,SFG,ARI,ARI,3948,4926,1126
2019-08-26,PIT,PHI,PHI,4006,4837,1157
2019-08-26,MIA,CIN,CIN,3677,5219,1104
2019-08-27,TBR,HOU,HOU,4042,4816,1142
2019-08-27,SDP,LAD,LAD,3242,5649,1109
2019-08-27,SEA,NYY,NYY,3358,5408,1234
2019-08-27,CHW,MIN,MIN,3230,5654,1116
2019-08-27,TOR,ATL,ATL,3672,5129,1199
2019-08-27,KCR,OAK,OAK,3264,5578,1158
2019-08-27,DET,CLE,CLE,2741,6153,1106
2019-08-27,BAL,WSN,WSN,2941,5960,1099
2019-08-27,MIL,STL,STL,3839,4905,1256
2019-08-27,CHC,NYM,CHC,4566,4169,1265
2019-08-27,SFG,ARI,ARI,3941,4945,1114
2019-08-27,COL,BOS,BOS,3737,5158,1105
2019-08-27,PIT,PHI,PHI,4068,4766,1166
2019-08-27,LAA,TEX,LAA,4501,4344,1155
2019-08-27,MIA,CIN,CIN,3746,5125,1129
2019-08-28,TBR,HOU,HOU,4004,4932,1064
2019-08-28,SDP,LAD,LAD,3145,5719,1136
2019-08-28,SEA,NYY,NYY,3209,5603,1188
2019-08-28,CHW,MIN,MIN,3209,5673,1118
2019-08-28,TOR,ATL,ATL,3778,4977,1245
2019-08-28,KCR,OAK,OAK,3173,5662,1165
2019-08-28,DET,CLE,CLE,2727,6062,1211
2019-08-28,BAL,WSN,WSN,3031,5916,1053
2019-08-28,MIL,STL,STL,3865,4880,1255
2019-08-28,CHC,NYM,CHC,4512,4161,1327
2019-08-28,COL,BOS,BOS,3658,5216,1126
2019-08-28,PIT,PHI,PHI,3936,4893,1171
2019-08-28,LAA,TEX,TEX,4399,4416,1185
2019-08-28,MIA,CIN,CIN,3655,5191,1154
2019-08-29,TBR,HOU,HOU,3979,4939,1082
2019-08-29,ARI,LAD,LAD,3813,5102,1085
2019-08-29,CHW,MIN,MIN,3180,5731,1089
2019-08-29,KCR,OAK,OAK,3289,5519,1192
2019-08-29,DET,CLE,CLE,2734,6081,1185
2019-08-29,CHC,NYM,CHC,4660,4023,1317
2019-08-29,SEA,TEX,TEX,4182,4676,1142
2019-08-29,SDP,SFG,SDP,4422,4388,1190
2019-08-29,MIA,CIN,CIN,3629,5187,1184
2019-08-29,PIT,COL,COL,4373,4497,1130
2019-08-30,TOR,HOU,HOU,3368,5580,1052
2019-08-30,ARI,LAD,LAD,3800,5068,1132
2019-08-30,OAK,NYY,NYY,4240,4557,1203
2019-08-30,DET,MIN,MIN,2564,6341,1095
2019-08-30,CHW,ATL,ATL,3427,5390,1183
2019-08-30,CLE,TBR,CLE,4444,4239,1317
2019-08-30,MIA,WSN,WSN,3369,5549,1082
2019-08-30,CHC,MIL,CHC,4851,3886,1263
2019-08-30,PHI,NYM,NYM,4284,4460,1256
2019-08-30,LAA,BOS,BOS,3924,4992,1084
2019-08-30,SEA,TEX,TEX,4181,4642,1177
2019-08-30,SDP,SFG,SFG,4294,4430,1276
2019-08-30,PIT,COL,COL,4270,4575,1155
2019-08-30,BAL,KCR,KCR,3831,4882,1287
2019-08-31,TOR,HOU,HOU,3198,5729,1073
2019-08-31,ARI,LAD,LAD,3829,5068,1103
2019-08-31,OAK,NYY,NYY,4283,4517,1200
2019-08-31,DET,MIN,MIN,2459,6411,1130
2019-08-31,CHW,ATL,ATL,3370,5389,1241
2019-08-31,CLE,TBR,CLE,4500,4230,1270
2019-08-31,MIA,WSN,WSN,3360,5506,1134
2019-08-31,CIN,STL,STL,4206,4625,1169
2019-08-31,CIN,STL,STL,4273,4487,1240
2019-08-31,CHC,MIL,CHC,4860,3921,1219
2019-08-31,PHI,NYM,NYM,4173,4585,1242
2019-08-31,LAA,BOS,BOS,3934,4919,1147
2019-08-31,SEA,TEX,TEX,4086,4754,1160
2019-08-31,SDP,SFG,SDP,4423,4402,1175
2019-08-31,PIT,COL,COL,4211,4606,1183
2019-08-31,BAL,KCR,KCR,3927,4789,1284
2019-09-01,TOR,HOU,HOU,3237,5652,1111
2019-09-01,ARI,LAD,LAD,3854,5012,1134
2019-09-01,OAK,NYY,NYY,4293,4538,1169
2019-09-01,DET,MIN,MIN,2525,6438,1037
2019-09-01,CHW,ATL,ATL,3382,5411,1207
2019-09-01,CLE,TBR,CLE,4385,4311,1304
2019-09-01,MIA,WSN,WSN,3240,5727,1033
2019-09-01,CIN,STL,STL,4202,4603,1195
2019-09-01,CIN,STL,STL,4106,4669,1225
2019-09-01,CHC,MIL,CHC,4920,3849,1231
2019-09-01,PHI,NYM,NYM,4198,4539,1263
2019-09-01,LAA,BOS,BOS,3911,4917,1172
2019-09-01,SEA,TEX,TEX,4148,4645,1207
2019-09-01,SDP,SFG,SFG,4342,4417,1241
2019-09-01,PIT,COL,COL,4391,4420,1189
2019-09-01,BAL,KCR,KCR,3891,4835,1274
2019-09-02,MIL,HOU,HOU,3464,5480,1056
2019-09-02,COL,LAD,LAD,3229,5649,1122
2019-09-02,TEX,NYY,NYY,3508,5225,1267
2019-09-02,DET,MIN,MIN,2563,6378,1059
2019-09-02,TOR,ATL,ATL,3707,5087,1206
2019-09-02,BAL,TBR,TBR,2812,5917,1271
2019-09-02,CHW,CLE,CLE,3402,5368,1230
2019-09-02,NYM,WSN,WSN,3888,4929,1183
2019-09-02,SFG,STL,STL,3811,4958,1231
2019-09-02,SDP,ARI,ARI,3881,4926,1193
2019-09-02,SEA,CHC,CHC,3587,5237,1176
2019-09-02,CIN,PHI,CIN,4612,4216,1172
2019-09-03,MIL,HOU,HOU,3406,5554,1040
2019-09-03,COL,LAD,LAD,3047,5860,1093
2019-09-03,TEX,NYY,NYY,3632,5204,1164
2019-09-03,BOS,MIN,MIN,4098,4807,1095
2019-09-03,TOR,ATL,ATL,3611,5174,1215
2019-09-03,LAA,OAK,OAK,3632,5113,1255
2019-09-03,BAL,TBR,TBR,2881,5897,1222
2019-09-03,BAL,TBR,TBR,2791,6003,1206
2019-09-03,CHW,CLE,CLE,3351,5418,1231
2019-09-03,NYM,WSN,WSN,4004,4848,1148
2019-09-03,SFG,STL,STL,3898,4872,1230
2019-09-03,SDP,ARI,ARI,3878,4968,1154
2019-09-03,SEA,CHC,CHC,3661,5145,1194
2019-09-03,CIN,PHI,CIN,4589,4190,1221
2019-09-03,MIA,PIT,PIT,4193,4703,1104
2019-09-03,DET,KCR,KCR,3724,4988,1288
2019-09-04,COL,LAD,LAD,3023,5858,1119
2019-09-04,TEX,NYY,NYY,3482,5335,1183
2019-09-04,BOS,MIN,MIN,3973,4898,1129
2019-09-04,LAA,OAK,OAK,3630,5170,1200
2019-09-04,CHW,CLE,CLE,3246,5544,1210
2019-09-04,NYM,WSN,WSN,3912,4868,1220
2019-09-04,SFG,STL,STL,3861,4995,1144
2019-09-04,SDP,ARI,ARI,3767,5064,1169
2019-09-04,CIN,PHI,CIN,4432,4404,1164
2019-09-04,MIA,PIT,PIT,4188,4771,1041
2019-09-04,DET,KCR,KCR,3777,4902,1321
2019-09-05,SEA,HOU,HOU,3248,5710,1042
2019-09-05,BOS,MIN,MIN,4088,4797,1115
2019-09-05,WSN,ATL,WSN,4451,4351,1198
2019-09-05,LAA,OAK,OAK,3638,5148,1214
2019-09-05,TOR,TBR,TBR,3638,5136,1226
2019-09-05,CHW,CLE,CLE,3344,5446,1210
2019-09-05,SFG,STL,STL,3855,4908,1237
2019-09-05,CHC,MIL,CHC,4937,3820,1243
2019-09-05,CIN,PHI,CIN,4428,4381,1191
2019-09-05,BAL,TEX,TEX,3665,5162,1173
2019-09-05,MIA,PIT,PIT,4170,4707,1123
2019-09-05,DET,KCR,KCR,3734,4900,1366
2019-09-06,SEA,HOU,HOU,3251,5708,1041
2019-09-06,SFG,LAD,LAD,3292,5608,1100
2019-09-06,BOS,NYY,NYY,4173,4669,1158
2019-09-06,CLE,MIN,MIN,4059,4772,1169
2019-09-06,WSN,ATL,WSN,4457,4300,1243
2019-09-06,DET,OAK,OAK,2660,6188,1152
2019-09-06,TOR,TBR,TBR,3507,5135,1358
2019-09-06,PIT,STL,STL,3735,5076,1189
2019-09-06,CHC,MIL,CHC,4865,3874,1261
2019-09-06,PHI,NYM,NYM,4275,4425,1300
2019-09-06,CIN,ARI,ARI,4142,4718,1140
2019-09-06,BAL,TEX,TEX,3550,5287,1163
2019-09-06,LAA,CHW,LAA,4744,3961,1295
2019-09-06,SDP,COL,SDP,4607,4245,1148
2019-09-06,MIA,KCR,MIA,4347,4339,1314
2019-09-07,SEA,HOU,HOU,3205,5773,1022
2019-09-07,SFG,LAD,LAD,3305,5566,1129
2019-09-07,BOS,NYY,NYY,4128,4710,1162
2019-09-07,CLE,MIN,MIN,4034,4789,1177
2019-09-07,WSN,ATL,WSN,4519,4247,1234
2019-09-07,DET,OAK,OAK,2614,6241,1145
2019-09-07,TOR,TBR,TBR,3521,5195,1284
2019-09-07,PIT,STL,STL,3731,5110,1159
2019-09-07,CHC,MIL,CHC,4885,3913,1202
2019-09-07,PHI,NYM,NYM,4139,4595,1266
2019-09-07,CIN,ARI,ARI,4165,4716,1119
2019-09-07,BAL,TEX,TEX,3661,5136,1203
2019-09-07,LAA,CHW,LAA,4783,3927,1290
2019-09-07,SDP,COL,SDP,4528,4322,1150
2019-09-07,MIA,KCR,KCR,4218,4550,1232
2019-09-08,SEA,HOU,HOU,3189,5758,1053
2019-09-08,SFG,LAD,LAD,3269,5632,1099
2019-09-08,BOS,NYY,NYY,4256,4570,1174
2019-09-08,CLE,MIN,MIN,3961,4876,1163
2019-09-08,WSN,ATL,WSN,4482,4311,1207
2019-09-08,DET,OAK,OAK,2603,6228,1169
2019-09-08,TOR,TBR,TBR,3481,5252,1267
2019-09-08,PIT,STL,STL,3623,5238,1139
2019-09-08,CHC,MIL,CHC,4897,3817,1286
2019-09-08,PHI,NYM,NYM,4267,4426,1307
2019-09-08,CIN,ARI,ARI,4043,4837,1120
2019-09-08,BAL,TEX,TEX,3494,5302,1204
2019-09-08,LAA,CHW,LAA,4809,3877,1314
2019-09-08,SDP,COL,SDP,4690,4169,1141
2019-09-08,MIA,KCR,KCR,4150,4577,1273
2019-09-09,OAK,HOU,HOU,4091,4848,1061
2019-09-09,BOS,NYY,NYY,4098,4716,1186
2019-09-09,PHI,ATL,ATL,3961,4814,1225
2019-09-09,LAA,CLE,CLE,3772,4949,1279
2019-09-09,MIA,MIL,MIL,3846,4906,1248
2019-09-09,ARI,NYM,ARI,4636,4137,1227
2019-09-09,SDP,CHC,CHC,3823,4900,1277
2019-09-09,PIT,SFG,SFG,4369,4450,1181
2019-09-10,OAK,HOU,HOU,3933,5039,1028
2019-09-10,BAL,LAD,LAD,2501,6434,1065
2019-09-10,DET,NYY,NYY,2577,6324,1099
2019-09-10,WSN,MIN,MIN,4152,4697,1151
2019-09-10,PHI,ATL,ATL,3880,4872,1248
2019-09-10,TEX,TBR,TBR,3791,4955,1254
2019-09-10,LAA,CLE,CLE,3668,5104,1228
2019-09-10,COL,STL,STL,3649,5167,1184
2019-09-10,MIA,MIL,MIL,3773,5034,1193
2019-09-10,ARI,NYM,ARI,4622,4086,1292
2019-09-10,TOR,BOS,BOS,3720,5136,1144
2019-09-10,SDP,CHC,CHC,3726,5042,1232
2019-09-10,PIT,SFG,SFG,4336,4459,1205
2019-09-10,SEA,CIN,CIN,3905,4911,1184
2019-09-10,KCR,CHW,CHW,4339,4385,1276
2019-09-11,OAK,HOU,HOU,4065,4906,1029
2019-09-11,BAL,LAD,LAD,2508,6479,1013
2019-09-11,WSN,MIN,MIN,4172,4696,1132
2019-09-11,PHI,ATL,ATL,3942,4812,1246
2019-09-11,TEX,TBR,TBR,3677,5000,1323
2019-09-11,LAA,CLE,CLE,3717,5077,1206
2019-09-11,COL,STL,STL,3598,5208,1194
2019-09-11,MIA,MIL,MIL,3788,5028,1184
2019-09-11,ARI,NYM,ARI,4619,4149,1232
2019-09-11,TOR,BOS,BOS,3676,5173,1151
2019-09-11,SDP,CHC,CHC,3728,5076,1196
2019-09-11,PIT,SFG,SFG,4308,4538,1154
2019-09-11,SEA,CIN,CIN,3817,4966,1217
2019-09-11,KCR,CHW,CHW,4240,4479,1281
2019-09-12,OAK,HOU,HOU,4167,4808,1025
2019-09-12,BAL,LAD,LAD,2525,6414,1061
2019-09-12,DET,NYY,NYY,2539,6346,1115
2019-09-12,DET,NYY,NYY,2581,6313,1106
2019-09-12,WSN,MIN,MIN,4156,4667,1177
2019-09-12,PHI,ATL,ATL,3872,4886,1242
2019-09-12,TEX,TBR,TBR,3769,4989,1242
2019-09-12,COL,STL,STL,3548,5209,1243
2019-09-12,MIA,MIL,MIL,3836,5042,1122
2019-09-12,ARI,NYM,ARI,4562,4259,1179
2019-09-12,TOR,BOS,BOS,3809,5062,1129
2019-09-12,SDP,CHC,CHC,3840,4978,1182
2019-09-12,PIT,SFG,SFG,4240,4613,1147
2019-09-12,SEA,CIN,CIN,3874,4933,1193
2019-09-12,KCR,CHW,KCR,4339,4333,1328
2019-09-13,KCR,HOU,HOU,3151,5863,986
2019-09-13,NYM,LAD,LAD,3685,5171,1144
2019-09-13,TOR,NYY,NYY,3263,5557,1180
2019-09-13,WSN,ATL,WSN,4488,4333,1179
2019-09-13,TEX,OAK,OAK,3690,5138,1172
2019-09-13,LAA,TBR,TBR,3616,5079,1305
2019-09-13,MIL,STL,STL,3876,4875,1249
2019-09-13,CIN,ARI,ARI,4282,4584,1134
2019-09-13,PIT,CHC,CHC,3688,5111,1201
2019-09-13,MIA,SFG,SFG,4021,4867,1112
2019-09-13,SEA,CHW,SEA,4389,4310,1301
2019-09-13,SDP,COL,SDP,4646,4248,1106
2019-09-13,DET,BAL,BAL,4271,4565,1164
2019-09-14,KCR,HOU,HOU,3161,5854,985
2019-09-14,NYM,LAD,LAD,3559,5256,1185
2019-09-14,TOR,NYY,NYY,3330,5495,1175
2019-09-14,CLE,MIN,MIN,4222,4616,1162
2019-09-14,CLE,MIN,MIN,4187,4665,1148
2019-09-14,WSN,ATL,ATL,4397,4422,1181
2019-09-14,TEX,OAK,OAK,3738,5105,1157
2019-09-14,LAA,TBR,TBR,3545,5149,1306
2019-09-14,MIL,STL,STL,3829,4906,1265
2019-09-14,CIN,ARI,ARI,4276,4592,1132
2019-09-14,PHI,BOS,BOS,4158,4709,1133
2019-09-14,PIT,CHC,CHC,3643,5177,1180
2019-09-14,MIA,SFG,SFG,3951,4858,1191
2019-09-14,SEA,CHW,CHW,4342,4371,1287
2019-09-14,SDP,COL,SDP,4622,4223,1155
2019-09-14,DET,BAL,BAL,4268,4550,1182
2019-09-15,KCR,HOU,HOU,3041,5945,1014
2019-09-15,NYM,LAD,LAD,3675,5139,1186
2019-09-15,TOR,NYY,NYY,3233,5606,1161
2019-09-15,CLE,MIN,MIN,4112,4781,1107
2019-09-15,WSN,ATL,WSN,4499,4336,1165
2019-09-15,TEX,OAK,OAK,3693,5158,1149
2019-09-15,LAA,TBR,TBR,3574,5173,1253
2019-09-15,MIL,STL,STL,3910,4900,1190
2019-09-15,CIN,ARI,ARI,4295,4561,1144
2019-09-15,PHI,BOS,BOS,4174,4664,1162
2019-09-15,PIT,CHC,CHC,3523,5335,1142
2019-09-15,MIA,SFG,SFG,3946,4856,1198
2019-09-15,SEA,CHW,CHW,4294,4411,1295
2019-09-15,SDP,COL,SDP,4606,4300,1094
2019-09-15,DET,BAL,BAL,4225,4518,1257
2019-09-16,CHW,MIN,MIN,3193,5637,1170
2019-09-16,KCR,OAK,OAK,3241,5651,1108
2019-09-16,STL,WSN,WSN,4323,4531,1146
2019-09-16,SDP,MIL,MIL,4231,4533,1236
2019-09-16,COL,NYM,NYM,3769,4981,1250
2019-09-16,MIA,ARI,ARI,3515,5406,1079
2019-09-16,CIN,CHC,CHC,4051,4803,1146
2019-09-16,DET,BAL,BAL,4295,4511,1194
2019-09-17,TEX,HOU,HOU,3444,5546,1010
2019-09-17,TBR,LAD,LAD,3816,5014,1170
2019-09-17,LAA,NYY,NYY,3436,5428,1136
2019-09-17,CHW,MIN,MIN,3215,5576,1209
2019-09-17,PHI,ATL,ATL,3964,4870,1166
2019-09-17,KCR,OAK,OAK,3271,5626,1103
2019-09-17,DET,CLE,CLE,2783,6027,1190
2019-09-17,STL,WSN,WSN,4386,4515,1099
2019-09-17,SDP,MIL,MIL,4170,4610,1220
2019-09-17,COL,NYM,NYM,3806,4931,1263
2019-09-17,MIA,ARI,ARI,3567,5374,1059
2019-09-17,SFG,BOS,BOS,3831,5089,1080
2019-09-17,CIN,CHC,CHC,3953,4913,1134
2019-09-17,SEA,PIT,SEA,4455,4426,1119
2019-09-17,BAL,TOR,TOR,3699,5050,1251
2019-09-18,TEX,HOU,HOU,3412,5544,1044
2019-09-18,TBR,LAD,LAD,3899,4938,1163
2019-09-18,LAA,NYY,NYY,3361,5465,1174
2019-09-18,CHW,MIN,MIN,3217,5701,1082
2019-09-18,PHI,ATL,ATL,3903,4801,1296
2019-09-18,KCR,OAK,OAK,3245,5600,1155
2019-09-18,DET,CLE,CLE,2761,6050,1189
2019-09-18,STL,WSN,WSN,4413,4426,1161
2019-09-18,SDP,MIL,MIL,4244,4575,1181
2019-09-18,COL,NYM,NYM,3791,4996,1213
2019-09-18,MIA,ARI,ARI,3634,5255,1111
2019-09-18,SFG,BOS,BOS,3836,5061,1103
2019-09-18,CIN,CHC,CHC,4127,4753,1120
2019-09-18,SEA,PIT,SEA,4470,4338,1192
2019-09-18,BAL,TOR,TOR,3687,5101,1212
2019-09-19,LAA,NYY,NYY,3358,5424,1218
2019-09-19,KCR,MIN,MIN,3162,5694,1144
2019-09-19,PHI,ATL,ATL,3965,4823,1212
2019-09-19,DET,CLE,CLE,2805,6012,1183
2019-09-19,CHC,STL,CHC,4443,4368,1189
2019-09-19,SDP,MIL,MIL,4139,4593,1268
2019-09-19,SFG,BOS,BOS,3886,4966,1148
2019-09-19,SEA,PIT,SEA,4511,4353,1136
2019-09-19,BAL,TOR,TOR,3640,5073,1287
2019-09-20,LAA,HOU,HOU,3361,5646,993
2019-09-20,COL,LAD,LAD,3133,5760,1107
2019-09-20,TOR,NYY,NYY,3302,5543,1155
2019-09-20,KCR,MIN,MIN,3071,5774,1155
2019-09-20,SFG,ATL,ATL,3684,5060,1256
2019-09-20,TEX,OAK,OAK,3709,5155,1136
2019-09-20,BOS,TBR,TBR,4258,4498,1244
2019-09-20,PHI,CLE,CLE,3829,4905,1266
2019-09-20,MIA,WSN,WSN,3342,5520,1138
2019-09-20,CHC,STL,CHC,4519,4293,1188
2019-09-20,PIT,MIL,MIL,3866,4917,1217
2019-09-20,CIN,NYM,NYM,4176,4550,1274
2019-09-20,SDP,ARI,ARI,3855,4978,1167
2019-09-20,DET,CHW,CHW,3602,5128,1270
2019-09-20,BAL,SEA,SEA,3937,4862,1201
2019-09-21,LAA,HOU,HOU,3324,5622,1054
2019-09-21,COL,LAD,LAD,3091,5819,1090
2019-09-21,TOR,NYY,NYY,3296,5559,1145
2019-09-21,KCR,MIN,MIN,3150,5662,1188
2019-09-21,SFG,ATL,ATL,3635,5133,1232
2019-09-21,TEX,OAK,OAK,3521,5364,1115
2019-09-21,BOS,TBR,TBR,4205,4546,1249
2019-09-21,PHI,CLE,CLE,3762,5028,1210
2019-09-21,MIA,WSN,WSN,3316,5616,1068
2019-09-21,CHC,STL,CHC,4441,4302,1257
2019-09-21,PIT,MIL,MIL,3845,4916,1239
2019-09-21,CIN,NYM,NYM,4192,4526,1282
2019-09-21,SDP,ARI,ARI,3822,5031,1147
2019-09-21,DET,CHW,CHW,3478,5166,1356
2019-09-21,BAL,SEA,SEA,3883,4878,1239
2019-09-22,LAA,HOU,HOU,3362,5620,1018
2019-09-22,COL,LAD,LAD,3077,5819,1104
2019-09-22,TOR,NYY,NYY,3261,5549,1190
2019-09-22,KCR,MIN,MIN,3148,5685,1167
2019-09-22,SFG,ATL,ATL,3612,5179,1209
2019-09-22,TEX,OAK,OAK,3601,5226,1173
2019-09-22,BOS,TBR,TBR,4189,4527,1284
2019-09-22,PHI,CLE,CLE,3863,4880,1257
2019-09-22,MIA,WSN,WSN,3301,5596,1103
2019-09-22,CHC,STL,CHC,4486,4376,1138
2019-09-22,PIT,MIL,MIL,3766,5023,1211
2019-09-22,CIN,NYM,NYM,4259,4521,1220
2019-09-22,SDP,ARI,ARI,3786,5079,1135
2019-09-22,DET,CHW,CHW,3603,5118,1279
2019-09-22,BAL,SEA,SEA,3933,4919,1148
2019-09-23,BOS,TBR,TBR,4199,4525,1276
2019-09-23,PHI,WSN,WSN,3893,4953,1154
2019-09-23,ARI,STL,STL,4270,4562,1168
2019-09-23,MIA,NYM,NYM,3451,5266,1283
2019-09-23,BAL,TOR,TOR,3800,5003,1197
2019-09-24,SEA,HOU,HOU,3191,5836,973
2019-09-24,SDP,LAD,LAD,3189,5700,1111
2019-09-24,TBR,NYY,NYY,3969,4824,1207
2019-09-24,DET,MIN,MIN,2639,6305,1056
2019-09-24,KCR,ATL,ATL,3169,5544,1287
2019-09-24,LAA,OAK,OAK,3443,5418,1139
2019-09-24,CHW,CLE,CLE,3372,5466,1162
2019-09-24,PHI,WSN,WSN,3860,4985,1155
2019-09-24,PHI,WSN,WSN,3815,5018,1167
2019-09-24,ARI,STL,STL,4181,4675,1144
2019-09-24,CIN,MIL,CIN,4451,4264,1285
2019-09-24,MIA,NYM,NYM,3476,5277,1247
2019-09-24,TEX,BOS,BOS,3880,4884,1236
2019-09-24,PIT,CHC,CHC,3496,5409,1095
2019-09-24,COL,SFG,SFG,4226,4571,1203
2019-09-24,BAL,TOR,TOR,3699,5099,1202
2019-09-25,SEA,HOU,HOU,3144,5898,958
2019-09-25,SDP,LAD,LAD,3156,5722,1122
2019-09-25,TBR,NYY,NYY,4054,4728,1218
2019-09-25,DET,MIN,MIN,2656,6246,1098
2019-09-25,KCR,ATL,ATL,3345,5400,1255
2019-09-25,LAA,OAK,OAK,3557,5318,1125
2019-09-25,CHW,CLE,CLE,3301,5503,1196
2019-09-25,PHI,WSN,WSN,3891,4947,1162
2019-09-25,ARI,STL,STL,4224,4624,1152
2019-09-25,CIN,MIL,MIL,4359,4363,1278
2019-09-25,MIA,NYM,NYM,3410,5364,1226
2019-09-25,TEX,BOS,BOS,3824,5009,1167
2019-09-25,PIT,CHC,CHC,3565,5356,1079
2019-09-25,COL,SFG,SFG,4195,4584,1221
2019-09-25,BAL,TOR,TOR,3748,5004,1248
2019-09-26,LAA,HOU,HOU,3339,5668,993
2019-09-26,SDP,LAD,LAD,3066,5755,1179
2019-09-26,DET,MIN,MIN,2583,6392,1025
2019-09-26,SEA,OAK,OAK,3401,5544,1055
2019-09-26,CHW,CLE,CLE,3304,5496,1200
2019-09-26,PHI,WSN,WSN,3923,4933,1144
2019-09-26,CIN,MIL,MIL,4306,4462,1232
2019-09-26,MIA,NYM,NYM,3469,5255,1276
2019-09-26,TEX,BOS,BOS,3805,5032,1163
2019-09-26,PIT,CHC,CHC,3476,5343,1181
2019-09-26,COL,SFG,SFG,4255,4551,1194
2019-09-27,LAA,HOU,HOU,3342,5637,1021
2019-09-27,SFG,LAD,LAD,3107,5758,1135
2019-09-27,TEX,NYY,NYY,3378,5444,1178
2019-09-27,KCR,MIN,MIN,3103,5769,1128
2019-09-27,NYM,ATL,ATL,4164,4551,1285
2019-09-27,SEA,OAK,OAK,3380,5472,1148
2019-09-27,TOR,TBR,TBR,3466,5259,1275
2019-09-27,WSN,CLE,CLE,4341,4448,1211
2019-09-27,CHC,STL,STL,4359,4374,1267
2019-09-27,COL,MIL,MIL,3878,4891,1231
2019-09-27,SDP,ARI,ARI,3882,4993,1125
2019-09-27,BAL,BOS,BOS,3230,5632,1138
2019-09-27,MIA,PHI,PHI,3747,5048,1205
2019-09-27,PIT,CIN,CIN,3889,4886,1225
2019-09-28,LAA,HOU,HOU,3277,5715,1008
2019-09-28,SFG,LAD,LAD,3185,5709,1106
2019-09-28,TEX,NYY,NYY,3256,5625,1119
2019-09-28,KCR,MIN,MIN,3123,5707,1170
2019-09-28,NYM,ATL,ATL,4142,4567,1291
2019-09-28,SEA,OAK,OAK,3359,5502,1139
2019-09-28,TOR,TBR,TBR,3463,5303,1234
2019-09-28,WSN,CLE,WSN,4559,4289,1152
2019-09-28,CHC,STL,CHC,4486,4333,1181
2019-09-28,COL,MIL,MIL,3926,4868,1206
2019-09-28,SDP,ARI,ARI,3747,5093,1160
2019-09-28,BAL,BOS,BOS,3179,5630,1191
2019-09-28,MIA,PHI,PHI,3705,5176,1119
2019-09-28,PIT,CIN,CIN,3994,4812,1194
2019-09-28,DET,CHW,CHW,3577,5126,1297
2019-09-28,DET,CHW,CHW,3596,5057,1347
2019-09-29,LAA,HOU,HOU,3307,5637,1056
2019-09-29,SFG,LAD,LAD,3140,5745,1115
2019-09-29,TEX,NYY,NYY,3450,5402,1148
2019-09-29,KCR,MIN,MIN,3097,5755,1148
2019-09-29,NYM,ATL,ATL,4116,4581,1303
2019-09-29,SEA,OAK,OAK,3416,5474,1110
2019-09-29,TOR,TBR,TBR,3571,5216,1213
2019-09-29,WSN,CLE,WSN,4482,4331,1187
2019-09-29,CHC,STL,STL,4352,4400,1248
2019-09-29,COL,MIL,MIL,3916,4882,1202
2019-09-29,SDP,ARI,ARI,3830,5012,1158
2019-09-29,BAL,BOS,BOS,3339,5522,1139
2019-09-29,MIA,PHI,PHI,3861,5026,1113
2019-09-29,PIT,CIN,CIN,3781,4948,1271
2019-09-29,DET,CHW,CHW,3505,5200,1295
